item_id,title,category,attributes,allergens,unit_price,store_format
N200436,Bluebell sparkling water 750 g pack of 4,Beverages,"{""brand"": ""Bluebell"", ""size"": ""750 g"", ""pack_qty"": 4}",none,3.88,express
N200736,Harvest salted butter 750 g pack of 12,Dairy,"{""brand"": ""Harvest"", ""size"": ""750 g"", ""pack_qty"": 12}",milk,3.29,supermarket
N202348,Northfield cold brew 750 g pack of 12,Beverages,"{""brand"": ""Northfield"", ""size"": ""750 g"", ""pack_qty"": 12}",none,7.73,online
N202467,Northfield garden peas 250 ml pack of 6,Frozen,"{""brand"": ""Northfield"", ""size"": ""250 ml"", ""pack_qty"": 6}",gluten;fish,9.66,supermarket
N201772,Harvest cold brew 250 ml pack of 1,Beverages,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 1}",none,3.87,online
N201686,Orchard dish soap 2 L pack of 1,Household,"{""brand"": ""Orchard"", ""size"": ""2 L"", ""pack_qty"": 1}",none,19.23,online
N202942,Meadow laundry pods 1 L pack of 4,Household,"{""brand"": ""Meadow"", ""size"": ""1 L"", ""pack_qty"": 4}",none,23.7,online
N200609,Bluebell butter croissant 6 pk pack of 2,Bakery,"{""brand"": ""Bluebell"", ""size"": ""6 pk"", ""pack_qty"": 2}",gluten;egg,12.3,online
N200582,Harvest dish soap 6 pk pack of 6,Household,"{""brand"": ""Harvest"", ""size"": ""6 pk"", ""pack_qty"": 6}",none,18.43,online
N202600,Valley greek yogurt 6 pk pack of 4,Dairy,"{""brand"": ""Valley"", ""size"": ""6 pk"", ""pack_qty"": 4}",milk,11.74,supermarket
N202563,Meadow mixed berries 250 ml pack of 12,Frozen,"{""brand"": ""Meadow"", ""size"": ""250 ml"", ""pack_qty"": 12}",gluten;fish,1.73,online
N201975,Orchard hand soap 2 L pack of 1,Personal Care,"{""brand"": ""Orchard"", ""size"": ""2 L"", ""pack_qty"": 1}",none,21.3,online
N202853,Meadow rice cakes 750 g pack of 4,Snacks,"{""brand"": ""Meadow"", ""size"": ""750 g"", ""pack_qty"": 4}",nuts;milk,8.41,online
N200295,Orchard body lotion 6 pk pack of 2,Personal Care,"{""brand"": ""Orchard"", ""size"": ""6 pk"", ""pack_qty"": 2}",none,15.67,express
N202319,Orchard body lotion 1 L pack of 2,Personal Care,"{""brand"": ""Orchard"", ""size"": ""1 L"", ""pack_qty"": 2}",none,17.52,express
N200565,Meadow trail mix 2 L pack of 1,Snacks,"{""brand"": ""Meadow"", ""size"": ""2 L"", ""pack_qty"": 1}",nuts;milk,20.69,supermarket
N201946,Orchard banana bunch 500 g pack of 2,Produce,"{""brand"": ""Orchard"", ""size"": ""500 g"", ""pack_qty"": 2}",none,2.9,online
N201123,Orchard vanilla icecream 330 ml pack of 2,Frozen,"{""brand"": ""Orchard"", ""size"": ""330 ml"", ""pack_qty"": 2}",gluten;fish,1.25,express
N201695,Harvest hand soap 1 kg pack of 1,Personal Care,"{""brand"": ""Harvest"", ""size"": ""1 kg"", ""pack_qty"": 1}",none,13.44,supermarket
N201994,Northfield cherry tomato 2 L pack of 12,Produce,"{""brand"": ""Northfield"", ""size"": ""2 L"", ""pack_qty"": 12}",none,23.19,express
N200813,Orchard tortilla chips 1 kg pack of 4,Snacks,"{""brand"": ""Orchard"", ""size"": ""1 kg"", ""pack_qty"": 4}",nuts;milk,18.51,supermarket
N200131,Bluebell fish fingers 2 L pack of 12,Frozen,"{""brand"": ""Bluebell"", ""size"": ""2 L"", ""pack_qty"": 12}",gluten;fish,3.83,express
N202195,Valley margherita pizza 750 g pack of 6,Frozen,"{""brand"": ""Valley"", ""size"": ""750 g"", ""pack_qty"": 6}",gluten;fish,20.09,supermarket
N201701,Northfield trail mix 250 ml pack of 2,Snacks,"{""brand"": ""Northfield"", ""size"": ""250 ml"", ""pack_qty"": 2}",nuts;milk,13.29,express
N202218,Bluebell banana bunch 250 ml pack of 6,Produce,"{""brand"": ""Bluebell"", ""size"": ""250 ml"", ""pack_qty"": 6}",none,0.49,online
N201108,Northfield orange juice 750 g pack of 4,Beverages,"{""brand"": ""Northfield"", ""size"": ""750 g"", ""pack_qty"": 4}",none,17.33,express
N202111,Northfield hand soap 1 kg pack of 12,Personal Care,"{""brand"": ""Northfield"", ""size"": ""1 kg"", ""pack_qty"": 12}",none,0.74,supermarket
N201783,Orchard shampoo daily 1 kg pack of 4,Personal Care,"{""brand"": ""Orchard"", ""size"": ""1 kg"", ""pack_qty"": 4}",none,19.08,supermarket
N200714,Bluebell baby spinach 1 kg pack of 1,Produce,"{""brand"": ""Bluebell"", ""size"": ""1 kg"", ""pack_qty"": 1}",none,16.52,online
N201619,Harvest margherita pizza 6 pk pack of 2,Frozen,"{""brand"": ""Harvest"", ""size"": ""6 pk"", ""pack_qty"": 2}",gluten;fish,20.04,express
N201582,Harvest bin liners 250 ml pack of 2,Household,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 2}",none,0.42,supermarket
N200338,Valley gala apple 1 kg pack of 1,Produce,"{""brand"": ""Valley"", ""size"": ""1 kg"", ""pack_qty"": 1}",none,19.83,supermarket
N201215,Harvest hand soap 330 ml pack of 1,Personal Care,"{""brand"": ""Harvest"", ""size"": ""330 ml"", ""pack_qty"": 1}",none,2.07,online
N201220,Orchard cola zero 250 ml pack of 4,Beverages,"{""brand"": ""Orchard"", ""size"": ""250 ml"", ""pack_qty"": 4}",none,19.44,online
N200753,Valley wholemeal bread 250 ml pack of 6,Bakery,"{""brand"": ""Valley"", ""size"": ""250 ml"", ""pack_qty"": 6}",gluten;egg,19.82,supermarket
N201773,Bluebell dark chocolate 250 ml pack of 1,Snacks,"{""brand"": ""Bluebell"", ""size"": ""250 ml"", ""pack_qty"": 1}",nuts;milk,1.14,supermarket
N200555,Valley garden peas 1 kg pack of 1,Frozen,"{""brand"": ""Valley"", ""size"": ""1 kg"", ""pack_qty"": 1}",gluten;fish,22.25,online
N202107,Orchard vanilla icecream 1 kg pack of 1,Frozen,"{""brand"": ""Orchard"", ""size"": ""1 kg"", ""pack_qty"": 1}",gluten;fish,22.99,supermarket
N201625,Harvest seeded bagel 750 g pack of 1,Bakery,"{""brand"": ""Harvest"", ""size"": ""750 g"", ""pack_qty"": 1}",gluten;egg,13.28,online
N202357,Northfield trail mix 250 ml pack of 1,Snacks,"{""brand"": ""Northfield"", ""size"": ""250 ml"", ""pack_qty"": 1}",nuts;milk,17.64,supermarket
N202069,Harvest trail mix 2 L pack of 6,Snacks,"{""brand"": ""Harvest"", ""size"": ""2 L"", ""pack_qty"": 6}",nuts;milk,11.38,online
N202500,Orchard oat drink 250 ml pack of 4,Beverages,"{""brand"": ""Orchard"", ""size"": ""250 ml"", ""pack_qty"": 4}",none,19.02,supermarket
N201502,Valley laundry pods 750 g pack of 4,Household,"{""brand"": ""Valley"", ""size"": ""750 g"", ""pack_qty"": 4}",none,4.98,online
N200454,Harvest dish soap 1 kg pack of 1,Household,"{""brand"": ""Harvest"", ""size"": ""1 kg"", ""pack_qty"": 1}",none,1.77,express
N202824,Valley greek yogurt 330 ml pack of 12,Dairy,"{""brand"": ""Valley"", ""size"": ""330 ml"", ""pack_qty"": 12}",milk,18.06,express
N201443,Harvest mixed berries 250 ml pack of 4,Frozen,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 4}",gluten;fish,3.24,express
N200008,Orchard whole milk 2 L pack of 6,Dairy,"{""brand"": ""Orchard"", ""size"": ""2 L"", ""pack_qty"": 6}",milk,17.98,express
N201953,Northfield wholemeal bread 500 g pack of 2,Bakery,"{""brand"": ""Northfield"", ""size"": ""500 g"", ""pack_qty"": 2}",gluten;egg,23.61,express
N200024,Valley whole milk 500 g pack of 1,Dairy,"{""brand"": ""Valley"", ""size"": ""500 g"", ""pack_qty"": 1}",milk,17.45,online
N200282,Orchard gala apple 6 pk pack of 2,Produce,"{""brand"": ""Orchard"", ""size"": ""6 pk"", ""pack_qty"": 2}",none,19.15,express
N202073,Northfield wholemeal bread 250 ml pack of 2,Bakery,"{""brand"": ""Northfield"", ""size"": ""250 ml"", ""pack_qty"": 2}",gluten;egg,17.2,online
N202481,Meadow butter croissant 1 kg pack of 6,Bakery,"{""brand"": ""Meadow"", ""size"": ""1 kg"", ""pack_qty"": 6}",gluten;egg,18.83,supermarket
N200317,Harvest tortilla chips 1 kg pack of 1,Snacks,"{""brand"": ""Harvest"", ""size"": ""1 kg"", ""pack_qty"": 1}",nuts;milk,15.02,express
N200411,Meadow mixed berries 6 pk pack of 1,Frozen,"{""brand"": ""Meadow"", ""size"": ""6 pk"", ""pack_qty"": 1}",gluten;fish,1.56,supermarket
N201511,Harvest hand soap 330 ml pack of 6,Personal Care,"{""brand"": ""Harvest"", ""size"": ""330 ml"", ""pack_qty"": 6}",none,10.98,supermarket
N201670,Northfield glass cleaner 2 L pack of 12,Household,"{""brand"": ""Northfield"", ""size"": ""2 L"", ""pack_qty"": 12}",none,5.58,online
N202277,Northfield dark chocolate 2 L pack of 2,Snacks,"{""brand"": ""Northfield"", ""size"": ""2 L"", ""pack_qty"": 2}",nuts;milk,12.79,supermarket
N200751,Harvest body lotion 1 kg pack of 12,Personal Care,"{""brand"": ""Harvest"", ""size"": ""1 kg"", ""pack_qty"": 12}",none,12.12,supermarket
N200855,Harvest razor blades 330 ml pack of 12,Personal Care,"{""brand"": ""Harvest"", ""size"": ""330 ml"", ""pack_qty"": 12}",none,11.56,express
N201765,Valley tortilla chips 1 L pack of 12,Snacks,"{""brand"": ""Valley"", ""size"": ""1 L"", ""pack_qty"": 12}",nuts;milk,1.27,express
N200126,Valley dish soap 750 g pack of 6,Household,"{""brand"": ""Valley"", ""size"": ""750 g"", ""pack_qty"": 6}",none,4.96,supermarket
N201164,Northfield orange juice 750 g pack of 4,Beverages,"{""brand"": ""Northfield"", ""size"": ""750 g"", ""pack_qty"": 4}",none,15.72,express
N200409,Orchard sourdough loaf 500 g pack of 2,Bakery,"{""brand"": ""Orchard"", ""size"": ""500 g"", ""pack_qty"": 2}",gluten;egg,5.26,supermarket
N200045,Orchard rice cakes 2 L pack of 12,Snacks,"{""brand"": ""Orchard"", ""size"": ""2 L"", ""pack_qty"": 12}",nuts;milk,2.94,online
N200154,Valley avocado ripe 6 pk pack of 12,Produce,"{""brand"": ""Valley"", ""size"": ""6 pk"", ""pack_qty"": 12}",none,13.52,supermarket
N202655,Bluebell shampoo daily 500 g pack of 2,Personal Care,"{""brand"": ""Bluebell"", ""size"": ""500 g"", ""pack_qty"": 2}",none,9.66,supermarket
N200273,Meadow sourdough loaf 750 g pack of 2,Bakery,"{""brand"": ""Meadow"", ""size"": ""750 g"", ""pack_qty"": 2}",gluten;egg,11.98,express
N201349,Orchard rice cakes 1 L pack of 12,Snacks,"{""brand"": ""Orchard"", ""size"": ""1 L"", ""pack_qty"": 12}",nuts;milk,2.06,express
N202454,Meadow bin liners 500 g pack of 4,Household,"{""brand"": ""Meadow"", ""size"": ""500 g"", ""pack_qty"": 4}",none,1.43,express
N200412,Valley orange juice 6 pk pack of 1,Beverages,"{""brand"": ""Valley"", ""size"": ""6 pk"", ""pack_qty"": 1}",none,5.0,supermarket
N201604,Valley oat drink 750 g pack of 2,Beverages,"{""brand"": ""Valley"", ""size"": ""750 g"", ""pack_qty"": 2}",none,10.79,supermarket
N202355,Meadow fish fingers 1 L pack of 1,Frozen,"{""brand"": ""Meadow"", ""size"": ""1 L"", ""pack_qty"": 1}",gluten;fish,4.36,online
N202223,Bluebell toothpaste mint 1 L pack of 4,Personal Care,"{""brand"": ""Bluebell"", ""size"": ""1 L"", ""pack_qty"": 4}",none,5.66,express
N202435,Meadow margherita pizza 250 ml pack of 2,Frozen,"{""brand"": ""Meadow"", ""size"": ""250 ml"", ""pack_qty"": 2}",gluten;fish,20.08,supermarket
N200848,Northfield cheddar cheese 6 pk pack of 1,Dairy,"{""brand"": ""Northfield"", ""size"": ""6 pk"", ""pack_qty"": 1}",milk,11.47,supermarket
N201856,Orchard cheddar cheese 1 L pack of 4,Dairy,"{""brand"": ""Orchard"", ""size"": ""1 L"", ""pack_qty"": 4}",milk,9.23,supermarket
N201002,Valley avocado ripe 330 ml pack of 6,Produce,"{""brand"": ""Valley"", ""size"": ""330 ml"", ""pack_qty"": 6}",none,6.96,express
N201664,Valley greek yogurt 250 ml pack of 1,Dairy,"{""brand"": ""Valley"", ""size"": ""250 ml"", ""pack_qty"": 1}",milk,16.61,online
N200188,Bluebell cold brew 250 ml pack of 2,Beverages,"{""brand"": ""Bluebell"", ""size"": ""250 ml"", ""pack_qty"": 2}",none,6.89,express
N202067,Orchard margherita pizza 750 g pack of 12,Frozen,"{""brand"": ""Orchard"", ""size"": ""750 g"", ""pack_qty"": 12}",gluten;fish,15.17,express
N200446,Valley bin liners 250 ml pack of 12,Household,"{""brand"": ""Valley"", ""size"": ""250 ml"", ""pack_qty"": 12}",none,21.84,express
N200164,Bluebell cola zero 1 L pack of 4,Beverages,"{""brand"": ""Bluebell"", ""size"": ""1 L"", ""pack_qty"": 4}",none,21.87,supermarket
N200787,Meadow margherita pizza 750 g pack of 12,Frozen,"{""brand"": ""Meadow"", ""size"": ""750 g"", ""pack_qty"": 12}",gluten;fish,16.88,online
N201792,Orchard cheddar cheese 750 g pack of 1,Dairy,"{""brand"": ""Orchard"", ""size"": ""750 g"", ""pack_qty"": 1}",milk,1.24,express
N202592,Bluebell salted butter 1 kg pack of 6,Dairy,"{""brand"": ""Bluebell"", ""size"": ""1 kg"", ""pack_qty"": 6}",milk,17.9,express
N201594,Bluebell cherry tomato 250 ml pack of 6,Produce,"{""brand"": ""Bluebell"", ""size"": ""250 ml"", ""pack_qty"": 6}",none,9.48,express
N200468,Northfield sparkling water 6 pk pack of 6,Beverages,"{""brand"": ""Northfield"", ""size"": ""6 pk"", ""pack_qty"": 6}",none,18.21,online
N201389,Meadow dark chocolate 1 L pack of 12,Snacks,"{""brand"": ""Meadow"", ""size"": ""1 L"", ""pack_qty"": 12}",nuts;milk,16.03,online
N202947,Bluebell garden peas 750 g pack of 2,Frozen,"{""brand"": ""Bluebell"", ""size"": ""750 g"", ""pack_qty"": 2}",gluten;fish,12.41,express
N202906,Meadow banana bunch 750 g pack of 12,Produce,"{""brand"": ""Meadow"", ""size"": ""750 g"", ""pack_qty"": 12}",none,4.87,supermarket
N201065,Harvest butter croissant 2 L pack of 1,Bakery,"{""brand"": ""Harvest"", ""size"": ""2 L"", ""pack_qty"": 1}",gluten;egg,22.5,online
N200517,Northfield tortilla chips 1 kg pack of 2,Snacks,"{""brand"": ""Northfield"", ""size"": ""1 kg"", ""pack_qty"": 2}",nuts;milk,17.93,express
N200834,Harvest cherry tomato 750 g pack of 12,Produce,"{""brand"": ""Harvest"", ""size"": ""750 g"", ""pack_qty"": 12}",none,0.58,online
N201971,Orchard margherita pizza 6 pk pack of 4,Frozen,"{""brand"": ""Orchard"", ""size"": ""6 pk"", ""pack_qty"": 4}",gluten;fish,12.84,express
N200364,Valley orange juice 2 L pack of 2,Beverages,"{""brand"": ""Valley"", ""size"": ""2 L"", ""pack_qty"": 2}",none,4.96,online
N200060,Meadow oat drink 750 g pack of 4,Beverages,"{""brand"": ""Meadow"", ""size"": ""750 g"", ""pack_qty"": 4}",none,5.11,online
N202806,Meadow glass cleaner 2 L pack of 4,Household,"{""brand"": ""Meadow"", ""size"": ""2 L"", ""pack_qty"": 4}",none,10.99,supermarket
N200604,Valley orange juice 500 g pack of 12,Beverages,"{""brand"": ""Valley"", ""size"": ""500 g"", ""pack_qty"": 12}",none,6.64,supermarket
N200532,Northfield cola zero 500 g pack of 4,Beverages,"{""brand"": ""Northfield"", ""size"": ""500 g"", ""pack_qty"": 4}",none,15.48,online
N200153,Harvest blueberry muffin 330 ml pack of 4,Bakery,"{""brand"": ""Harvest"", ""size"": ""330 ml"", ""pack_qty"": 4}",gluten;egg,4.32,supermarket
N200600,Bluebell salted butter 1 L pack of 1,Dairy,"{""brand"": ""Bluebell"", ""size"": ""1 L"", ""pack_qty"": 1}",milk,19.44,online
N200047,Orchard hand soap 1 L pack of 2,Personal Care,"{""brand"": ""Orchard"", ""size"": ""1 L"", ""pack_qty"": 2}",none,19.47,online
N201162,Bluebell cherry tomato 750 g pack of 12,Produce,"{""brand"": ""Bluebell"", ""size"": ""750 g"", ""pack_qty"": 12}",none,4.67,online
N202684,Harvest oat drink 1 kg pack of 6,Beverages,"{""brand"": ""Harvest"", ""size"": ""1 kg"", ""pack_qty"": 6}",none,13.73,online
N200780,Meadow orange juice 2 L pack of 2,Beverages,"{""brand"": ""Meadow"", ""size"": ""2 L"", ""pack_qty"": 2}",none,13.5,supermarket
N200710,Meadow paper towel 750 g pack of 6,Household,"{""brand"": ""Meadow"", ""size"": ""750 g"", ""pack_qty"": 6}",none,19.34,express
N202629,Meadow rice cakes 250 ml pack of 2,Snacks,"{""brand"": ""Meadow"", ""size"": ""250 ml"", ""pack_qty"": 2}",nuts;milk,1.09,express
N201378,Valley cherry tomato 6 pk pack of 4,Produce,"{""brand"": ""Valley"", ""size"": ""6 pk"", ""pack_qty"": 4}",none,9.89,online
N202370,Bluebell baby spinach 750 g pack of 6,Produce,"{""brand"": ""Bluebell"", ""size"": ""750 g"", ""pack_qty"": 6}",none,6.95,online
N200342,Valley bin liners 6 pk pack of 2,Household,"{""brand"": ""Valley"", ""size"": ""6 pk"", ""pack_qty"": 2}",none,17.74,supermarket
N200066,Bluebell baby spinach 500 g pack of 12,Produce,"{""brand"": ""Bluebell"", ""size"": ""500 g"", ""pack_qty"": 12}",none,14.47,supermarket
N202704,Valley double cream 1 kg pack of 2,Dairy,"{""brand"": ""Valley"", ""size"": ""1 kg"", ""pack_qty"": 2}",milk,5.15,online
N200429,Meadow rice cakes 1 L pack of 4,Snacks,"{""brand"": ""Meadow"", ""size"": ""1 L"", ""pack_qty"": 4}",nuts;milk,19.57,express
N202957,Bluebell trail mix 1 L pack of 2,Snacks,"{""brand"": ""Bluebell"", ""size"": ""1 L"", ""pack_qty"": 2}",nuts;milk,13.62,express
N201322,Meadow banana bunch 250 ml pack of 1,Produce,"{""brand"": ""Meadow"", ""size"": ""250 ml"", ""pack_qty"": 1}",none,6.65,express
N202035,Meadow margherita pizza 750 g pack of 2,Frozen,"{""brand"": ""Meadow"", ""size"": ""750 g"", ""pack_qty"": 2}",gluten;fish,23.95,supermarket
N202872,Harvest salted butter 750 g pack of 4,Dairy,"{""brand"": ""Harvest"", ""size"": ""750 g"", ""pack_qty"": 4}",milk,20.21,express
N202224,Harvest greek yogurt 750 g pack of 12,Dairy,"{""brand"": ""Harvest"", ""size"": ""750 g"", ""pack_qty"": 12}",milk,16.76,online
N201564N,MEADOW OAT DRINK 500 G PACK OF 1  ,Beverages,"{""brand"": ""Meadow"", ""size"": ""500 g"", ""pack_qty"": 1}",none,5.35,supermarket
N202907,Harvest vanilla icecream 2 L pack of 4,Frozen,"{""brand"": ""Harvest"", ""size"": ""2 L"", ""pack_qty"": 4}",gluten;fish,17.68,supermarket
N200041,Orchard butter croissant 250 ml pack of 12,Bakery,"{""brand"": ""Orchard"", ""size"": ""250 ml"", ""pack_qty"": 12}",gluten;egg,8.23,supermarket
N202253,Valley rice cakes 1 L pack of 2,Snacks,"{""brand"": ""Valley"", ""size"": ""1 L"", ""pack_qty"": 2}",nuts;milk,17.06,supermarket
N201045,Valley rice cakes 6 pk pack of 4,Snacks,"{""brand"": ""Valley"", ""size"": ""6 pk"", ""pack_qty"": 4}",nuts;milk,5.42,supermarket
N200546,Orchard gala apple 330 ml pack of 12,Produce,"{""brand"": ""Orchard"", ""size"": ""330 ml"", ""pack_qty"": 12}",none,13.37,online
N200316,Orchard orange juice 500 g pack of 2,Beverages,"{""brand"": ""Orchard"", ""size"": ""500 g"", ""pack_qty"": 2}",none,23.97,supermarket
N201181,Orchard salted crisps 330 ml pack of 2,Snacks,"{""brand"": ""Orchard"", ""size"": ""330 ml"", ""pack_qty"": 2}",nuts;milk,12.27,supermarket
N200662,Northfield bin liners 750 g pack of 4,Household,"{""brand"": ""Northfield"", ""size"": ""750 g"", ""pack_qty"": 4}",none,22.09,online
N202215,Meadow hand soap 750 g pack of 12,Personal Care,"{""brand"": ""Meadow"", ""size"": ""750 g"", ""pack_qty"": 12}",none,21.85,express
N202416,Harvest double cream 1 L pack of 12,Dairy,"{""brand"": ""Harvest"", ""size"": ""1 L"", ""pack_qty"": 12}",milk,15.88,online
N200120,Harvest salted butter 6 pk pack of 1,Dairy,"{""brand"": ""Harvest"", ""size"": ""6 pk"", ""pack_qty"": 1}",milk,0.53,supermarket
N202118,Northfield laundry pods 330 ml pack of 6,Household,"{""brand"": ""Northfield"", ""size"": ""330 ml"", ""pack_qty"": 6}",none,20.12,express
N201867,Valley margherita pizza 1 kg pack of 4,Frozen,"{""brand"": ""Valley"", ""size"": ""1 kg"", ""pack_qty"": 4}",gluten;fish,14.25,supermarket
N201423,Meadow body lotion 1 kg pack of 6,Personal Care,"{""brand"": ""Meadow"", ""size"": ""1 kg"", ""pack_qty"": 6}",none,4.19,supermarket
N202794,Harvest avocado ripe 250 ml pack of 1,Produce,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 1}",none,12.6,express
N202240,Meadow double cream 250 ml pack of 2,Dairy,"{""brand"": ""Meadow"", ""size"": ""250 ml"", ""pack_qty"": 2}",milk,2.05,express
N201880,Valley double cream 6 pk pack of 6,Dairy,"{""brand"": ""Valley"", ""size"": ""6 pk"", ""pack_qty"": 6}",milk,18.08,supermarket
N201881,Harvest wholemeal bread 250 ml pack of 6,Bakery,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 6}",gluten;egg,0.48,supermarket
N201461,Meadow salted crisps 500 g pack of 1,Snacks,"{""brand"": ""Meadow"", ""size"": ""500 g"", ""pack_qty"": 1}",nuts;milk,14.59,online
N202173,Meadow rice cakes 750 g pack of 1,Snacks,"{""brand"": ""Meadow"", ""size"": ""750 g"", ""pack_qty"": 1}",nuts;milk,8.01,supermarket
N202538,Northfield gala apple 1 kg pack of 4,Produce,"{""brand"": ""Northfield"", ""size"": ""1 kg"", ""pack_qty"": 4}",none,4.01,online
N201046,Meadow glass cleaner 250 ml pack of 12,Household,"{""brand"": ""Meadow"", ""size"": ""250 ml"", ""pack_qty"": 12}",none,16.44,express
N200542,Meadow paper towel 2 L pack of 1,Household,"{""brand"": ""Meadow"", ""size"": ""2 L"", ""pack_qty"": 1}",none,1.7,online
N200608,Harvest whole milk 330 ml pack of 1,Dairy,"{""brand"": ""Harvest"", ""size"": ""330 ml"", ""pack_qty"": 1}",milk,5.17,supermarket
N200821,Harvest tortilla chips 500 g pack of 12,Snacks,"{""brand"": ""Harvest"", ""size"": ""500 g"", ""pack_qty"": 12}",nuts;milk,6.88,supermarket
N201414,Orchard bin liners 330 ml pack of 2,Household,"{""brand"": ""Orchard"", ""size"": ""330 ml"", ""pack_qty"": 2}",none,17.91,express
N202042,Valley cherry tomato 1 L pack of 6,Produce,"{""brand"": ""Valley"", ""size"": ""1 L"", ""pack_qty"": 6}",none,14.58,supermarket
N202311,Valley toothpaste mint 500 g pack of 1,Personal Care,"{""brand"": ""Valley"", ""size"": ""500 g"", ""pack_qty"": 1}",none,1.94,express
N200784,Meadow greek yogurt 250 ml pack of 6,Dairy,"{""brand"": ""Meadow"", ""size"": ""250 ml"", ""pack_qty"": 6}",milk,5.27,online
N201235,Orchard vanilla icecream 500 g pack of 12,Frozen,"{""brand"": ""Orchard"", ""size"": ""500 g"", ""pack_qty"": 12}",gluten;fish,13.4,supermarket
N200798,Harvest glass cleaner 750 g pack of 12,Household,"{""brand"": ""Harvest"", ""size"": ""750 g"", ""pack_qty"": 12}",none,14.08,express
N202313,Meadow butter croissant 500 g pack of 12,Bakery,"{""brand"": ""Meadow"", ""size"": ""500 g"", ""pack_qty"": 12}",gluten;egg,11.07,express
N202776,Harvest greek yogurt 2 L pack of 1,Dairy,"{""brand"": ""Harvest"", ""size"": ""2 L"", ""pack_qty"": 1}",milk,20.37,supermarket
N200632,Harvest double cream 1 L pack of 4,Dairy,"{""brand"": ""Harvest"", ""size"": ""1 L"", ""pack_qty"": 4}",milk,22.17,online
N202803,Harvest margherita pizza 250 ml pack of 6,Frozen,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 6}",gluten;fish,1.71,express
N202835,Orchard vanilla icecream 500 g pack of 1,Frozen,"{""brand"": ""Orchard"", ""size"": ""500 g"", ""pack_qty"": 1}",gluten;fish,23.33,supermarket
N201789,Northfield rice cakes 500 g pack of 4,Snacks,"{""brand"": ""Northfield"", ""size"": ""500 g"", ""pack_qty"": 4}",nuts;milk,11.1,online
N201048,Meadow greek yogurt 500 g pack of 4,Dairy,"{""brand"": ""Meadow"", ""size"": ""500 g"", ""pack_qty"": 4}",milk,8.89,online
N202271,Harvest hand soap 6 pk pack of 12,Personal Care,"{""brand"": ""Harvest"", ""size"": ""6 pk"", ""pack_qty"": 12}",none,14.89,express
N200042,Orchard baby spinach 750 g pack of 4,Produce,"{""brand"": ""Orchard"", ""size"": ""750 g"", ""pack_qty"": 4}",none,0.91,express
N202116,Northfield cola zero 2 L pack of 4,Beverages,"{""brand"": ""Northfield"", ""size"": ""2 L"", ""pack_qty"": 4}",none,14.3,express
N202070,Bluebell glass cleaner 1 kg pack of 12,Household,"{""brand"": ""Bluebell"", ""size"": ""1 kg"", ""pack_qty"": 12}",none,5.05,online
N200510,Bluebell glass cleaner 2 L pack of 2,Household,"{""brand"": ""Bluebell"", ""size"": ""2 L"", ""pack_qty"": 2}",none,16.59,express
N200788,Orchard oat drink 330 ml pack of 4,Beverages,"{""brand"": ""Orchard"", ""size"": ""330 ml"", ""pack_qty"": 4}",none,15.81,online
N201609,Harvest seeded bagel 250 ml pack of 1,Bakery,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 1}",gluten;egg,3.07,supermarket
N200516,Orchard orange juice 750 g pack of 4,Beverages,"{""brand"": ""Orchard"", ""size"": ""750 g"", ""pack_qty"": 4}",none,10.05,express
N200683,Orchard fish fingers 750 g pack of 12,Frozen,"{""brand"": ""Orchard"", ""size"": ""750 g"", ""pack_qty"": 12}",gluten;fish,0.66,express
N201019,Meadow garden peas 250 ml pack of 4,Frozen,"{""brand"": ""Meadow"", ""size"": ""250 ml"", ""pack_qty"": 4}",gluten;fish,7.64,online
N202464,Bluebell greek yogurt 750 g pack of 1,Dairy,"{""brand"": ""Bluebell"", ""size"": ""750 g"", ""pack_qty"": 1}",milk,7.54,express
N202449,Meadow seeded bagel 750 g pack of 4,Bakery,"{""brand"": ""Meadow"", ""size"": ""750 g"", ""pack_qty"": 4}",gluten;egg,22.84,express
N202004,Bluebell sparkling water 750 g pack of 12,Beverages,"{""brand"": ""Bluebell"", ""size"": ""750 g"", ""pack_qty"": 12}",none,9.4,express
N201230,Harvest dish soap 250 ml pack of 4,Household,"{""brand"": ""Harvest"", ""size"": ""250 ml"", ""pack_qty"": 4}",none,8.52,online
N202666,Valley gala apple 6 pk pack of 2,Produce,"{""brand"": ""Valley"", ""size"": ""6 pk"", ""pack_qty"": 2}",none,14.86,express
N201094,Orchard bin liners 330 ml pack of 4,Household,"{""brand"": ""Orchard"", ""size"": ""330 ml"", ""pack_qty"": 4}",none,15.05,online
N201197,Valley dark chocolate 500 g pack of 4,Snacks,"{""brand"": ""Valley"", ""size"": ""500 g"", ""pack_qty"": 4}",nuts;milk,13.44,online
N201620,Meadow oat drink 330 ml pack of 12,Beverages,"{""brand"": ""Meadow"", ""size"": ""330 ml"", ""pack_qty"": 12}",none,8.94,express
