week,title_len,attr_count,latency_ms
2,34.4,1.75,151.0
2,43.0,3.69,137.6
2,48.1,3.76,62.3
3,41.1,2.79,134.0
3,47.3,2.32,145.8
3,40.9,2.91,175.7
3,40.4,4.14,87.2
3,30.7,2.83,64.4
3,43.4,2.13,69.2
3,38.9,2.24,206.5
3,40.9,2.04,253.5
3,35.7,3.3,44.9
3,40.9,3.59,177.1
3,40.7,0.41,226.4
3,42.6,4.81,54.7
3,45.0,3.87,110.1
3,39.5,3.43,135.5
3,43.9,2.3,93.7
3,39.4,3.91,136.0
3,32.4,3.26,106.4
3,50.3,2.67,92.8
3,38.4,3.07,30.6
3,49.8,3.27,170.2
3,50.1,2.72,173.5
3,41.8,1.94,79.2
3,32.0,2.39,92.1
3,52.8,3.55,91.5
3,41.9,1.66,60.5
3,33.9,3.41,16.9
3,46.9,2.63,171.4
3,36.9,3.44,98.4
3,41.3,4.06,201.1
3,39.9,3.42,67.5
3,47.7,4.55,70.1
3,45.3,2.78,178.0
3,52.2,3.05,168.7
3,43.3,2.96,104.0
3,33.9,3.0,113.1
3,35.4,2.76,79.2
3,49.0,1.82,41.2
3,40.0,2.76,94.6
3,38.7,3.48,56.6
3,47.4,4.12,42.9
3,51.6,3.74,99.0
3,41.9,3.24,89.9
3,44.9,2.11,84.2
3,40.5,3.22,120.7
3,50.0,3.0,217.3
3,35.6,2.61,87.7
3,46.4,3.12,81.3
3,39.4,3.59,107.9
3,46.0,4.23,128.5
3,50.9,3.4,120.1
3,43.9,4.97,110.1
3,44.7,3.35,90.5
3,45.0,2.31,80.1
3,49.4,3.06,113.8
3,52.2,3.89,196.0
3,44.1,2.25,160.5
3,45.1,2.43,60.4
3,43.8,2.81,125.2
3,42.0,4.12,130.2
3,44.4,2.59,232.9
3,43.1,3.55,173.4
3,42.3,4.79,235.1
3,46.4,2.74,131.6
3,39.1,2.53,237.7
3,48.9,2.65,81.5
3,34.2,3.53,102.4
3,37.4,4.58,108.0
3,47.2,2.33,188.9
3,33.7,2.58,58.3
3,37.2,2.28,127.7
3,49.3,3.93,113.6
3,33.6,3.56,135.3
3,40.2,2.76,94.1
3,43.7,1.8,151.3
3,48.5,3.43,197.8
3,47.6,3.91,163.8
3,35.1,2.34,157.5
3,41.9,2.79,196.3
3,39.8,4.05,104.8
3,39.1,3.23,92.0
3,50.7,3.04,86.2
3,43.2,2.55,90.2
3,43.2,1.96,135.4
3,46.3,3.39,116.1
3,51.3,4.01,50.6
3,39.1,3.51,82.6
3,37.6,3.24,150.6
3,38.9,1.48,21.9
3,43.9,3.14,228.7
3,29.5,2.1,27.6
3,45.5,3.24,180.2
3,39.6,2.58,137.1
3,22.9,3.31,124.0
3,46.2,3.25,93.0
3,40.3,3.76,138.8
3,42.6,2.28,191.0
3,43.1,3.44,141.4
3,40.4,2.27,95.5
3,47.0,3.45,174.8
3,35.0,2.87,105.6
3,45.1,3.81,30.1
3,41.5,3.38,279.5
3,37.7,2.66,72.5
3,42.3,3.79,117.0
3,40.8,2.17,176.7
3,32.4,3.18,71.1
3,41.5,1.93,195.1
3,39.2,3.09,67.2
3,31.0,1.11,63.2
3,31.5,2.6,82.1
3,45.7,4.37,136.5
3,46.0,4.12,57.4
3,33.5,2.55,132.9
3,47.4,3.31,112.6
3,44.7,4.04,108.8
3,39.5,3.09,95.9
3,47.2,4.19,107.9
3,47.2,2.89,121.3
3,38.7,3.42,142.1
3,42.0,2.04,186.7
3,37.5,2.57,37.2
3,45.7,2.65,206.2
3,47.3,1.45,214.6
3,52.1,2.52,102.2
3,36.4,1.7,21.8
3,32.0,1.68,146.2
3,32.3,0.7,127.7
3,45.9,2.94,115.0
3,40.3,2.28,70.1
3,51.1,2.68,24.4
3,37.2,2.96,95.2
3,39.7,3.65,156.1
3,43.1,2.39,54.2
3,46.9,5.11,69.9
3,43.9,2.58,212.3
3,38.4,4.39,81.5
3,41.2,3.7,104.1
3,43.4,4.08,143.4
3,36.9,2.84,109.9
3,36.0,3.31,152.8
3,48.4,2.12,89.0
3,42.8,3.39,206.5
3,44.2,4.15,61.9
3,33.2,3.5,73.4
3,40.7,4.44,161.8
3,40.2,3.63,59.3
3,40.5,3.65,99.1
3,37.9,4.39,93.9
3,42.9,2.32,41.8
3,40.8,3.66,304.6
3,44.0,3.98,163.0
3,50.0,2.96,224.4
3,49.1,2.82,43.8
3,47.9,2.55,98.7
3,41.1,2.0,142.5
3,42.1,4.06,124.4
3,43.9,2.53,177.3
3,44.5,3.97,60.9
3,35.7,4.45,78.6
3,44.2,0.82,63.8
3,36.3,2.79,127.8
3,38.8,3.44,215.8
3,39.1,2.92,155.3
3,41.2,1.76,56.9
3,38.9,2.73,106.5
3,39.0,4.11,204.1
3,36.9,3.11,89.1
3,44.5,2.83,247.7
3,45.3,3.56,131.2
3,47.0,2.5,187.2
3,50.0,3.84,144.7
3,48.6,3.46,120.0
3,46.2,4.24,147.3
3,43.2,3.97,116.5
3,39.0,3.76,90.9
3,44.6,3.04,140.2
3,49.7,3.54,181.2
3,37.0,3.05,158.9
3,37.5,3.62,77.7
3,43.7,2.82,82.0
3,42.5,2.16,148.3
3,47.2,3.25,86.1
3,41.2,3.1,173.0
3,50.5,1.53,162.6
3,42.9,2.06,68.8
3,38.5,2.61,55.1
3,51.0,3.22,108.1
3,51.7,2.41,124.9
3,40.4,2.87,105.2
3,43.3,4.15,69.9
3,35.5,3.19,181.5
3,40.1,3.23,234.8
3,45.4,3.77,89.2
3,54.4,3.88,185.7
3,34.1,2.93,76.4
3,24.9,3.5,100.2
3,53.4,2.75,40.8
3,44.3,2.86,307.9
3,41.3,3.81,129.6
3,40.0,2.15,160.1
3,46.8,2.51,140.0
3,39.1,2.44,141.0
3,33.8,2.55,148.1
3,37.5,3.67,226.7
3,28.2,3.19,102.1
3,34.3,3.64,121.0
3,38.1,3.87,53.4
3,40.1,1.78,66.7
3,36.9,3.62,150.7
3,33.5,3.05,27.8
3,43.5,3.7,101.5
3,37.9,2.63,149.9
3,52.0,3.28,108.7
3,42.0,1.93,57.8
3,33.8,2.7,103.6
3,32.0,2.06,35.4
3,44.4,2.39,48.7
3,44.6,2.5,193.3
3,43.9,2.17,43.9
3,54.5,2.34,113.8
3,41.9,2.88,100.2
3,37.7,3.38,60.4
3,28.2,1.51,51.0
3,40.4,3.56,133.6
3,36.3,3.06,125.3
3,39.9,3.59,103.0
3,47.2,4.51,125.7
3,44.8,3.22,292.8
3,36.4,4.02,160.8
3,44.7,3.81,137.3
3,42.8,2.91,130.8
3,40.1,2.85,109.8
3,48.1,3.28,78.5
3,39.0,2.59,133.0
3,43.7,2.38,91.0
3,44.4,3.77,134.2
3,54.1,1.92,314.3
3,57.7,2.21,133.5
3,47.3,3.38,131.9
3,41.4,2.59,138.1
3,41.2,1.85,113.2
3,41.8,2.13,108.9
3,38.4,2.25,161.3
3,44.5,2.63,77.6
3,41.6,1.62,62.6
3,43.2,3.98,179.3
3,40.2,3.77,159.6
3,41.9,3.11,96.0
3,37.9,2.94,101.1
3,46.7,1.87,130.5
3,36.9,2.39,139.3
3,43.0,3.04,63.2
3,34.7,2.96,52.6
3,47.2,3.2,63.7
3,40.6,3.19,134.5
3,44.1,2.86,130.9
3,35.6,4.48,135.7
3,40.4,4.93,114.6
3,42.2,3.13,103.5
3,47.9,2.99,164.9
3,59.3,3.72,212.9
3,32.9,2.74,108.6
3,49.9,3.91,101.9
3,39.9,2.79,58.4
3,34.9,3.81,158.3
3,42.6,3.65,29.7
3,48.3,3.65,194.5
3,40.7,4.01,109.6
3,50.7,3.56,95.8
3,32.0,3.39,158.9
3,49.0,3.22,118.7
3,36.3,4.11,204.0
3,39.6,3.27,70.0
3,42.8,2.29,97.1
3,45.9,4.31,290.6
3,36.9,2.96,164.3
3,40.4,3.86,151.4
3,43.0,2.1,86.1
3,47.1,3.07,90.9
3,37.3,3.32,161.1
3,37.3,2.33,157.6
3,42.4,2.03,117.1
3,36.6,2.83,120.0
3,39.5,3.48,220.8
3,34.8,3.01,185.3
3,49.1,1.73,138.4
3,50.6,4.04,98.0
3,41.4,3.98,143.0
3,40.9,4.71,32.7
3,34.9,3.68,58.1
3,46.8,3.23,109.7
3,46.3,2.68,168.0
3,40.8,4.14,127.6
3,34.7,2.53,79.2
3,40.5,3.58,111.5
3,33.8,1.55,96.9
3,37.3,3.2,276.4
3,42.5,3.1,155.4
3,46.2,3.27,119.1
3,44.5,1.23,128.9
3,43.9,2.25,205.0
3,42.3,3.36,69.4
3,46.4,2.6,61.5
3,41.4,2.13,85.8
3,40.8,2.84,140.5
3,44.4,3.2,99.2
3,25.5,2.71,80.4
3,47.5,2.49,144.6
3,33.7,3.18,51.6
3,39.2,2.36,38.1
3,35.1,1.81,121.0
3,44.4,1.86,102.3
3,41.2,3.26,86.7
3,38.0,3.49,153.5
3,46.5,1.86,100.5
3,35.2,1.91,76.5
3,41.5,2.53,100.3
3,45.4,1.2,74.2
3,44.7,3.19,107.2
3,54.1,3.01,104.4
3,38.3,3.3,200.4
3,41.0,4.19,134.2
3,32.4,3.56,178.7
3,38.1,3.35,60.5
3,46.8,3.88,72.6
3,36.7,3.16,55.8
3,39.2,3.29,72.6
3,46.0,1.66,75.4
3,38.8,3.7,79.1
3,44.9,2.91,159.4
3,41.6,2.38,104.0
3,42.4,3.01,118.2
3,45.4,1.99,141.9
3,25.2,4.58,64.4
3,30.8,2.64,122.3
3,34.8,2.65,132.6
3,42.8,3.61,103.9
3,40.2,3.56,157.5
3,44.6,2.49,61.6
3,43.0,1.75,111.6
3,48.2,2.49,193.5
3,41.8,4.02,261.5
3,37.6,3.34,46.8
3,49.8,3.46,67.7
3,33.7,3.5,70.3
3,38.8,2.77,35.4
3,39.9,4.67,78.2
3,42.0,2.56,25.2
3,40.4,3.26,285.0
3,47.2,2.76,50.5
3,37.6,2.96,84.0
3,49.6,2.89,92.1
3,39.1,2.31,54.7
3,39.2,3.6,90.6
3,42.5,3.31,68.4
3,34.9,3.03,54.3
3,47.3,3.44,182.7
3,47.5,2.45,85.7
3,47.1,2.56,155.0
3,44.0,2.32,89.3
3,44.0,2.35,51.2
3,46.5,3.76,30.2
3,39.7,3.97,98.4
3,39.4,2.45,160.2
3,34.4,3.91,63.0
3,42.1,3.41,43.9
3,39.0,2.5,208.9
3,46.4,3.17,227.0
3,41.5,1.74,163.5
3,47.2,2.9,44.7
3,37.9,3.74,87.3
3,55.0,3.64,184.1
3,35.4,3.85,219.9
3,38.9,2.27,140.0
3,39.8,2.7,31.5
3,51.0,3.39,172.3
3,40.4,3.01,129.7
3,38.0,2.89,70.4
3,47.5,4.4,160.1
3,53.1,3.37,162.9
3,43.8,2.89,165.1
3,44.5,2.32,142.0
3,46.2,3.94,170.4
3,41.2,3.36,28.3
3,41.5,2.01,63.2
3,20.5,3.22,191.3
3,50.5,2.66,65.8
3,39.7,2.54,100.0
3,37.0,2.1,135.7
3,34.5,2.14,122.2
3,46.5,3.17,143.7
3,44.7,3.35,73.2
3,50.1,3.1,182.2
3,39.6,1.9,151.5
3,38.7,4.56,152.9
3,34.8,1.51,175.7
3,39.0,2.35,65.0
3,35.7,2.03,125.3
3,31.6,3.16,144.1
3,40.7,2.52,159.6
3,30.6,2.82,113.2
3,40.5,3.39,69.0
3,36.1,2.01,149.3
3,34.9,3.76,109.3
3,33.4,3.49,40.6
3,41.5,3.36,121.0
3,37.1,3.08,138.1
3,48.3,2.65,151.8
3,41.5,3.4,176.1
3,42.5,2.94,144.6
3,47.1,3.31,48.6
3,40.1,3.73,64.5
3,42.7,3.28,98.1
3,36.2,3.49,105.7
3,43.3,5.74,98.8
3,26.5,2.78,174.5
3,38.1,2.98,176.8
3,48.4,2.6,97.2
3,36.8,2.88,95.0
3,47.0,3.34,77.1
3,36.2,2.56,154.4
3,38.9,3.25,105.8
3,41.0,3.35,128.5
3,43.0,3.02,33.0
3,44.9,4.11,40.1
3,30.7,4.12,96.9
3,44.1,2.23,142.4
3,19.1,2.35,121.3
3,44.0,3.84,66.2
3,46.5,1.7,186.0
3,40.3,2.76,60.5
3,43.8,3.47,114.6
3,40.2,3.86,148.6
3,41.2,1.59,30.8
3,49.6,2.44,76.0
3,34.3,2.27,126.8
3,38.8,2.5,124.2
3,30.8,2.39,104.9
3,42.8,3.66,47.2
3,54.3,3.04,115.2
3,38.7,2.24,113.4
3,44.4,3.45,41.2
3,40.7,4.18,203.7
3,49.3,2.71,125.6
3,36.0,3.07,105.3
3,41.6,3.05,169.3
3,34.3,3.54,166.9
3,35.2,2.89,127.2
3,37.4,2.88,192.9
3,38.6,2.84,76.0
3,46.3,1.46,204.1
3,43.0,2.34,191.3
3,38.8,2.22,88.3
3,47.4,3.23,138.2
3,47.1,2.83,253.0
3,44.4,4.75,181.4
3,43.8,3.04,100.3
3,32.8,3.51,43.2
3,40.1,2.24,212.1
3,38.0,2.54,118.8
3,50.8,1.9,551.2
3,59.7,3.87,103.8
3,39.7,3.28,72.9
3,43.1,2.21,136.4
3,37.7,2.66,142.1
3,41.1,3.74,191.6
3,44.5,2.28,169.6
3,45.0,2.5,79.0
3,34.1,2.53,60.7
3,37.1,3.45,59.5
3,42.0,4.45,74.8
3,34.1,2.31,76.4
3,47.8,2.75,254.5
3,39.5,2.62,180.2
3,51.0,3.35,170.9
3,31.8,1.67,87.2
3,49.4,2.84,149.3
3,46.9,1.43,107.2
3,43.5,3.47,92.7
3,48.1,2.69,93.4
3,42.6,2.58,80.0
3,37.1,3.41,186.2
3,47.9,2.94,75.0
3,43.7,3.24,176.6
3,54.4,2.54,131.7
3,47.6,2.26,171.3
3,46.6,3.97,42.7
3,43.4,3.1,94.1
3,36.9,3.26,63.4
3,38.6,2.66,195.7
3,36.0,2.3,161.0
3,50.7,3.11,80.0
3,50.2,1.3,180.1
3,40.1,2.94,118.0
3,37.6,2.99,104.4
3,58.1,2.41,114.6
3,39.1,2.14,43.4
3,44.1,3.07,67.0
3,35.1,2.98,130.3
3,37.5,2.61,163.8
4,48.4,3.58,144.3
4,67.9,3.02,136.6
4,63.3,2.82,77.0
4,63.5,4.02,135.6
4,59.0,3.03,196.8
4,61.7,1.34,69.1
4,56.0,3.13,218.8
4,52.5,2.34,65.2
4,62.8,3.77,89.8
4,68.0,1.81,150.9
4,56.2,2.99,135.9
4,54.2,2.43,255.4
4,59.2,3.63,98.3
4,55.0,3.4,68.1
4,53.6,4.38,80.2
4,50.0,4.07,93.6
4,57.2,5.01,137.4
4,40.7,4.08,74.7
4,53.4,4.17,107.6
4,56.8,2.33,132.0
4,48.6,2.93,106.8
4,46.2,3.23,94.7
4,62.5,1.45,113.5
4,56.9,1.87,76.2
4,48.5,3.3,110.2
4,63.9,2.58,218.8
4,52.3,2.26,115.3
4,58.9,2.68,87.4
4,64.0,2.57,120.9
4,50.7,3.42,163.8
4,51.3,2.17,106.9
4,58.1,2.71,121.0
4,61.9,4.18,81.2
4,68.1,3.03,128.5
4,70.2,2.15,88.0
4,61.0,3.56,17.7
4,68.7,3.62,131.6
4,55.5,3.46,48.1
4,60.3,3.47,82.6
4,63.7,1.57,233.5
4,59.2,2.89,161.9
4,56.4,4.29,28.0
4,60.7,2.96,155.3
4,56.5,3.92,44.6
4,54.8,3.29,134.2
4,56.3,3.05,100.8
4,66.7,2.04,130.8
4,69.7,3.07,52.1
4,49.2,2.49,149.3
4,64.5,2.92,146.1
4,71.5,2.52,221.5
4,65.1,2.5,75.2
4,53.3,3.34,196.6
4,57.0,2.13,170.6
4,57.0,2.44,40.9
4,65.9,1.42,152.1
4,54.9,2.0,30.4
4,69.4,2.26,169.6
4,62.3,4.6,174.5
4,51.1,3.6,221.6
4,37.1,1.99,73.4
4,54.6,3.0,78.8
4,57.6,2.49,164.2
4,51.1,3.17,46.6
4,64.2,4.61,92.2
4,54.1,2.81,236.3
4,63.5,2.72,73.6
4,45.0,4.01,123.5
4,53.8,3.25,169.0
4,63.8,3.22,104.7
4,55.0,2.0,107.0
4,56.7,3.95,141.3
4,58.0,3.06,143.1
4,57.1,1.93,74.1
4,59.1,1.81,80.8
4,66.2,3.2,136.6
4,54.2,2.64,140.8
4,61.0,3.11,127.9
4,54.8,2.75,170.9
4,63.5,0.77,71.9
4,51.4,2.08,87.7
4,61.7,2.71,86.4
4,61.0,3.35,170.8
4,50.1,2.72,166.9
4,57.5,3.23,269.9
4,57.3,4.35,79.5
4,60.4,2.82,138.0
4,71.5,1.35,94.6
4,57.2,3.86,86.3
4,59.4,3.67,102.3
4,57.3,2.21,229.8
4,55.1,2.31,134.7
4,67.1,3.43,94.9
4,57.3,3.42,107.4
4,51.9,4.79,98.8
4,51.5,2.72,263.8
4,55.8,3.68,171.6
4,59.2,2.12,72.3
4,56.7,2.66,82.3
4,54.1,2.73,84.4
4,60.2,1.92,138.1
4,60.5,3.11,132.1
4,60.7,3.92,83.9
4,61.8,2.56,73.6
4,55.4,3.98,85.3
4,58.0,3.35,129.4
4,54.7,3.91,39.7
4,58.2,2.44,93.2
4,56.8,3.37,82.0
4,55.2,3.88,185.7
4,61.0,2.99,201.5
4,56.8,4.28,65.0
4,66.2,3.53,71.7
4,49.5,4.19,56.9
4,49.4,5.05,49.1
4,65.3,2.44,145.7
4,60.3,3.86,87.2
4,60.1,4.56,68.8
4,56.6,2.03,172.2
4,51.1,2.34,67.2
4,60.7,2.89,90.3
4,68.7,2.81,167.0
4,68.1,2.02,163.2
4,71.3,3.56,38.3
4,62.1,3.53,147.0
4,56.1,3.87,67.5
4,54.3,2.44,85.7
4,61.3,1.82,136.7
4,58.2,2.87,83.7
4,55.8,3.56,156.5
4,50.5,2.29,201.0
4,58.8,2.55,242.5
4,58.8,3.4,50.7
4,55.3,3.69,86.7
4,48.8,2.39,44.7
4,62.8,3.01,95.6
4,62.2,2.21,68.1
4,59.6,3.49,66.2
4,60.8,2.45,43.8
4,56.8,4.36,68.5
4,70.3,2.13,152.5
4,60.4,4.87,162.0
4,52.3,2.86,80.6
4,45.2,2.34,108.2
4,53.6,3.15,38.4
4,43.3,4.79,121.8
4,61.2,5.03,86.8
4,70.0,2.02,202.7
4,60.6,1.85,336.4
4,53.8,3.44,77.0
4,50.4,3.12,78.9
4,52.4,3.71,91.1
4,60.6,3.91,65.0
4,52.5,2.83,183.2
4,52.5,2.81,133.3
4,47.8,4.13,142.7
4,49.2,2.54,180.0
4,56.9,2.22,157.8
4,56.6,2.92,76.9
4,48.9,2.5,35.6
4,54.0,2.69,107.9
4,50.9,3.18,258.1
4,65.7,1.96,99.4
4,66.6,3.73,100.8
4,51.0,3.51,92.6
4,61.7,3.91,71.1
4,67.7,4.14,82.2
4,62.5,3.02,96.3
4,52.8,2.44,52.3
4,63.2,2.66,25.8
4,59.6,3.17,73.6
4,63.3,3.28,75.3
4,59.3,2.28,133.5
4,70.5,2.94,269.6
4,54.0,2.16,66.9
4,58.8,1.53,179.6
4,46.9,3.81,237.8
4,55.2,2.32,176.0
4,55.3,3.34,226.1
4,55.2,2.77,152.3
4,57.9,2.25,54.4
4,54.9,3.86,30.9
4,54.1,2.15,131.0
4,67.0,3.23,106.0
4,72.9,2.77,188.9
4,53.0,4.42,110.2
4,61.3,2.29,86.7
4,60.0,3.29,79.0
4,57.8,3.08,206.6
4,54.9,3.23,45.1
4,70.3,4.46,170.0
4,61.0,2.65,234.0
4,63.8,2.59,86.2
4,70.2,4.14,130.6
4,62.7,4.09,36.7
4,51.7,2.83,52.4
4,50.1,2.56,147.3
4,52.8,3.32,127.3
4,63.6,2.18,75.8
4,52.7,2.74,38.1
4,65.6,3.13,77.7
4,68.3,2.47,139.5
4,66.7,2.32,47.6
4,62.4,4.59,160.1
4,65.1,2.62,68.8
4,54.5,2.44,196.2
4,48.5,3.47,63.8
4,62.2,2.42,86.0
4,56.3,2.66,22.8
4,67.7,3.5,89.8
4,61.8,2.33,199.2
4,56.1,4.27,28.8
4,61.8,3.54,234.3
4,63.2,2.0,135.9
4,63.1,2.81,178.9
4,57.5,3.15,237.2
4,59.2,3.51,184.9
4,51.8,3.5,108.4
4,53.3,3.46,142.1
4,51.4,4.51,167.2
4,61.6,2.63,100.4
4,63.8,1.87,61.2
4,63.1,2.92,65.3
4,54.2,1.85,199.4
4,65.7,1.84,141.6
4,72.7,1.62,248.8
4,56.9,3.47,64.4
4,63.2,3.01,125.0
4,61.9,2.37,159.0
4,53.6,3.41,61.6
4,62.0,4.53,150.9
4,50.1,4.38,77.4
4,52.0,3.64,116.6
4,57.8,2.12,36.0
4,58.7,2.05,176.7
4,48.1,3.0,159.7
4,48.3,4.14,121.0
4,62.1,4.08,39.0
4,54.7,3.5,217.0
4,56.2,3.36,97.1
4,61.1,3.79,183.9
4,61.6,4.23,328.8
4,63.9,2.21,57.3
4,45.8,3.12,214.3
4,62.2,2.96,88.1
4,65.4,3.68,111.6
4,64.5,2.75,114.6
4,59.3,4.24,50.3
4,70.8,3.72,99.1
4,57.7,4.17,164.2
4,59.4,3.33,139.1
4,61.4,3.34,73.6
4,56.5,3.08,96.2
4,52.2,1.61,266.1
4,64.6,3.49,70.9
4,56.3,3.29,71.5
4,57.8,3.88,88.0
4,54.7,3.29,36.4
4,58.1,3.35,123.1
4,51.5,2.44,44.2
4,57.0,1.77,78.2
4,65.8,1.97,286.7
4,47.8,4.41,60.4
4,54.0,2.77,121.6
4,54.0,2.94,152.6
4,66.2,2.92,82.8
4,50.2,3.47,124.1
4,54.6,1.69,83.9
4,52.2,2.97,21.4
4,55.5,3.27,92.7
4,54.0,2.84,62.1
4,64.0,2.5,137.3
4,50.6,2.73,127.6
4,53.4,2.93,170.9
4,54.1,2.88,187.1
4,64.2,3.94,145.0
4,54.0,2.8,100.1
4,57.6,3.14,121.0
4,65.2,2.39,94.4
4,63.3,2.32,58.9
4,54.5,1.83,72.2
4,63.4,3.67,212.5
4,55.3,3.82,74.4
4,57.1,3.33,69.6
4,55.5,3.33,101.9
4,57.2,3.6,46.0
4,55.2,2.99,238.1
4,50.2,2.08,120.2
4,58.5,1.97,272.3
4,58.8,1.78,228.4
4,58.6,3.96,84.0
4,58.9,1.76,57.8
4,59.4,1.89,88.1
4,55.1,2.52,177.4
4,56.5,2.69,37.8
4,60.9,3.19,154.8
4,71.2,2.1,124.0
4,56.1,2.49,141.2
4,51.7,1.56,84.1
4,61.6,2.26,100.1
4,48.7,2.38,96.2
4,58.9,1.64,98.1
4,49.3,3.18,26.5
4,62.7,1.22,153.2
4,54.5,4.13,77.8
4,56.2,2.93,165.8
4,58.9,2.63,204.0
4,58.8,1.58,71.3
4,54.7,2.29,142.7
4,67.5,2.69,121.9
4,64.1,2.01,134.9
4,59.8,3.05,240.7
4,52.3,2.34,94.2
4,55.3,3.81,109.8
4,50.0,4.46,107.3
4,54.3,3.66,80.7
4,64.7,3.68,73.4
4,70.2,2.7,119.6
4,46.2,3.92,179.9
4,44.8,3.27,56.9
4,60.2,4.05,97.9
4,62.0,1.9,81.1
4,54.6,3.66,88.1
4,60.6,2.8,154.8
4,51.5,2.63,192.1
4,69.8,1.84,108.0
4,59.5,2.92,78.1
4,63.8,2.45,26.7
4,67.0,2.16,208.1
4,51.1,2.44,72.4
4,56.9,3.88,166.4
4,49.5,3.49,83.0
4,61.3,3.69,53.3
4,57.3,2.32,113.8
4,52.1,4.67,111.0
4,58.6,3.42,77.5
4,48.9,1.84,41.3
4,60.8,2.74,139.3
4,55.8,3.34,99.1
4,55.0,3.19,195.8
4,55.1,3.13,244.9
4,53.1,2.26,176.8
4,50.6,3.81,128.7
4,50.0,1.27,78.0
4,63.8,3.34,50.8
4,66.6,2.59,160.3
4,62.6,3.34,159.4
4,67.1,1.55,128.9
4,54.2,2.22,144.7
4,57.4,2.77,201.3
4,57.7,2.84,165.0
4,52.3,2.75,102.6
4,57.4,2.45,201.8
4,62.5,3.54,64.0
4,58.0,4.34,90.1
4,62.6,3.27,169.0
4,65.0,1.94,167.9
4,53.2,4.42,104.4
4,63.8,2.02,208.1
4,50.4,3.66,142.7
4,57.6,3.24,124.4
4,62.5,3.46,111.8
4,58.9,2.52,61.1
4,57.4,2.31,101.1
4,56.8,3.11,97.4
4,67.9,2.62,157.3
4,51.0,3.78,37.2
4,57.2,1.63,185.2
4,52.4,3.26,170.5
4,39.1,2.97,71.5
4,55.8,3.25,99.6
4,58.2,1.94,48.4
4,50.9,2.83,89.0
4,48.6,2.8,84.6
4,59.5,3.13,62.4
4,54.9,4.05,116.5
4,50.3,2.53,125.5
4,57.5,1.6,69.5
4,65.2,1.49,60.3
4,60.0,3.95,132.0
4,51.8,3.3,71.3
4,61.0,2.77,164.2
4,59.6,4.51,141.1
4,55.1,3.7,181.4
4,48.8,2.24,120.7
4,64.0,1.37,168.0
4,43.6,3.0,159.5
4,55.0,3.45,82.6
4,59.3,2.06,59.4
4,60.2,3.37,174.0
4,66.2,3.34,253.9
4,59.5,3.32,77.7
4,52.6,2.56,277.0
4,56.0,2.66,27.0
4,53.1,2.65,80.4
4,62.6,2.42,214.9
4,63.3,2.65,144.5
4,66.8,3.52,166.7
4,65.2,1.98,80.3
4,51.1,2.26,65.1
4,57.0,3.77,257.3
4,54.9,3.29,66.2
4,72.8,2.84,128.3
4,55.5,3.38,52.0
4,49.9,4.24,177.0
4,46.9,3.39,107.5
4,66.4,3.51,82.4
4,59.8,3.28,74.1
4,69.6,3.03,136.2
4,66.2,3.83,113.5
4,59.7,3.08,145.3
4,56.9,2.07,108.6
4,62.0,4.05,213.2
4,59.1,3.27,80.2
4,65.9,3.83,145.2
4,55.9,2.87,73.2
4,41.2,2.57,114.0
4,58.0,3.03,68.7
4,53.1,4.63,72.7
4,57.7,2.55,178.8
4,56.9,2.98,88.0
4,51.4,0.85,33.7
4,51.6,2.91,83.1
4,54.1,3.77,124.1
4,58.6,1.47,60.3
4,59.5,2.53,70.3
4,57.1,2.96,58.2
4,59.4,2.91,74.9
4,65.9,2.64,77.7
4,51.0,1.98,76.8
4,52.7,2.98,30.2
4,66.6,2.27,137.5
4,58.6,2.8,93.5
4,51.4,3.88,39.0
4,57.1,2.95,107.3
4,55.8,3.52,268.1
4,45.8,2.89,96.7
4,46.0,3.26,87.5
4,54.9,3.69,44.0
4,52.2,2.61,90.0
4,56.2,2.88,73.0
4,64.9,2.24,163.9
4,50.6,2.43,52.5
4,52.7,4.03,118.3
4,55.0,4.4,110.6
4,63.1,3.47,62.4
4,47.1,2.97,129.1
4,52.0,2.41,124.8
4,58.6,2.55,175.7
4,59.1,3.64,104.6
4,57.1,3.89,258.5
4,67.8,2.71,111.2
4,55.5,2.78,77.1
4,59.9,2.45,216.1
4,61.0,3.02,198.0
4,61.4,4.94,46.2
4,70.5,2.89,116.7
4,67.9,1.71,197.5
4,48.6,2.13,102.8
4,53.4,2.26,65.6
4,59.4,2.49,16.9
4,62.5,2.78,52.3
4,49.8,2.74,108.7
4,61.5,3.19,172.6
4,67.5,0.55,214.1
4,60.3,4.16,145.5
4,63.2,1.82,49.9
4,56.8,2.75,197.6
4,52.5,3.35,42.4
4,52.6,2.96,76.6
4,57.9,3.89,144.4
4,63.4,2.31,135.4
4,65.9,3.58,74.8
4,77.6,1.99,73.6
4,51.0,2.16,103.9
4,48.4,2.6,70.0
4,64.0,2.39,48.6
4,65.5,3.19,64.3
4,64.6,2.78,76.5
4,62.3,2.98,109.8
4,62.0,3.29,34.6
4,56.0,3.78,191.6
4,57.1,4.17,73.5
4,49.5,2.72,67.6
4,66.0,3.05,139.1
4,42.8,2.39,158.8
4,55.6,3.59,85.1
4,62.4,2.51,180.1
4,54.6,3.48,140.9
4,59.7,3.11,44.7
4,59.4,3.4,106.3
4,50.0,3.6,151.2
4,51.5,3.1,74.8
4,75.4,3.72,72.1
4,55.8,3.1,43.6
